unit,x1,x2,freq,unit_covariate,latitude,longitude
1,1,1,5482,1.5372,0.6230091184843332,0.06469114194624126
1,1,2,2497,1.5372,0.6230091184843332,0.06469114194624126
1,1,3,499,1.5372,0.6230091184843332,0.06469114194624126
1,1,4,43,1.5372,0.6230091184843332,0.06469114194624126
1,2,1,2418,1.5372,0.6230091184843332,0.06469114194624126
1,2,2,1817,1.5372,0.6230091184843332,0.06469114194624126
1,2,3,603,1.5372,0.6230091184843332,0.06469114194624126
1,2,4,58,1.5372,0.6230091184843332,0.06469114194624126
1,3,1,557,1.5372,0.6230091184843332,0.06469114194624126
1,3,2,590,1.5372,0.6230091184843332,0.06469114194624126
1,3,3,253,1.5372,0.6230091184843332,0.06469114194624126
1,3,4,38,1.5372,0.6230091184843332,0.06469114194624126
1,4,1,45,1.5372,0.6230091184843332,0.06469114194624126
1,4,2,57,1.5372,0.6230091184843332,0.06469114194624126
1,4,3,35,1.5372,0.6230091184843332,0.06469114194624126
1,4,4,8,1.5372,0.6230091184843332,0.06469114194624126
2,1,1,4284,1.6674666666666667,0.2590001136995852,0.3495510024949908
2,1,2,2384,1.6674666666666667,0.2590001136995852,0.3495510024949908
2,1,3,615,1.6674666666666667,0.2590001136995852,0.3495510024949908
2,1,4,44,1.6674666666666667,0.2590001136995852,0.3495510024949908
2,2,1,2332,1.6674666666666667,0.2590001136995852,0.3495510024949908
2,2,2,2267,1.6674666666666667,0.2590001136995852,0.3495510024949908
2,2,3,813,1.6674666666666667,0.2590001136995852,0.3495510024949908
2,2,4,104,1.6674666666666667,0.2590001136995852,0.3495510024949908
2,3,1,622,1.6674666666666667,0.2590001136995852,0.3495510024949908
2,3,2,807,1.6674666666666667,0.2590001136995852,0.3495510024949908
2,3,3,421,1.6674666666666667,0.2590001136995852,0.3495510024949908
2,3,4,64,1.6674666666666667,0.2590001136995852,0.3495510024949908
2,4,1,40,1.6674666666666667,0.2590001136995852,0.3495510024949908
2,4,2,117,1.6674666666666667,0.2590001136995852,0.3495510024949908
2,4,3,70,1.6674666666666667,0.2590001136995852,0.3495510024949908
2,4,4,16,1.6674666666666667,0.2590001136995852,0.3495510024949908
3,1,1,3739,1.7187333333333332,0.5664716039318591,0.9662698153406382
3,1,2,2317,1.7187333333333332,0.5664716039318591,0.9662698153406382
3,1,3,623,1.7187333333333332,0.5664716039318591,0.9662698153406382
3,1,4,70,1.7187333333333332,0.5664716039318591,0.9662698153406382
3,2,1,2328,1.7187333333333332,0.5664716039318591,0.9662698153406382
3,2,2,2373,1.7187333333333332,0.5664716039318591,0.9662698153406382
3,2,3,952,1.7187333333333332,0.5664716039318591,0.9662698153406382
3,2,4,128,1.7187333333333332,0.5664716039318591,0.9662698153406382
3,3,1,680,1.7187333333333332,0.5664716039318591,0.9662698153406382
3,3,2,931,1.7187333333333332,0.5664716039318591,0.9662698153406382
3,3,3,507,1.7187333333333332,0.5664716039318591,0.9662698153406382
3,3,4,72,1.7187333333333332,0.5664716039318591,0.9662698153406382
3,4,1,57,1.7187333333333332,0.5664716039318591,0.9662698153406382
