ID,y,x1,x2,unit,latitude,longitude,unit_covariate
638233,-2.6841495982858516,2,1,43,0.6626891798805445,0.14027412561699748,2.218933333333333
1909280,2.012717945602252,3,3,128,0.9869271041825414,0.5039634355343878,2.6439333333333335
2513825,-4.364778881410028,1,2,168,0.7516125275287777,0.7459553813096136,2.8353333333333333
2968824,-0.9886373296153517,2,3,198,0.7643975210376084,0.19027710589580238,3.2683333333333335
258017,4.179176884185971,1,1,18,0.545182435773313,0.8969811170827597,2.0049333333333332
1252503,-4.538936210384543,3,3,84,0.7699050644878298,0.19522088882513344,2.4310666666666667
1414783,-3.630519351790932,2,2,95,0.51823569112457335,0.09368789871223271,2.474
602889,3.564767798214378,3,3,41,0.16245930781587958,0.5592367111239582,2.199133333333333
157609,0.27106624948512703,2,2,11,0.4305579604115337,0.5544195673428476,1.9296666666666666
2610832,5.99353523317274,4,4,175,0.898084630491212,0.9318762274924666,2.9092
2263792,0.9835847602229304,4,2,151,0.2582271439023316,0.25538663077168167,2.7378
603176,10.761934403397323,4,3,41,0.16245930781587958,0.5592367111239582,2.199133333333333
2163566,-1.275855619702261,3,2,145,0.5189444406423718,0.39653519028797746,2.7034
308138,5.548015953401305,2,3,21,0.9162279386073351,0.6231415213551372,2.0592
694504,7.854640742382131,2,3,47,0.07434263406321406,0.8568179802969098,2.2388666666666666
298256,1.37652061339457,3,3,20,0.01800483139231801,0.30650998395867646,2.0398
1927913,7.437157810255378,3,2,129,0.11707485094666481,0.8068110998719931,2.6361333333333334
1886415,-3.2585290229781196,4,1,126,0.23190360120497644,0.8433207559864968,2.6202666666666667
1397668,4.740912833075753,2,3,94,0.5642943081911653,0.2316531410906464,2.4635333333333334
565058,-4.199397221100579,2,2,38,0.04437149502336979,0.15879666642285883,2.1718
1115144,9.159704383772041,3,3,75,0.6013329562265426,0.5321521116420627,2.3831333333333333
1259072,0.2023896840451842,1,1,84,0.7699050644878298,0.19522088882513344,2.4310666666666667
2457958,3.638629962481428,3,4,164,0.6385587234981358,0.1257738855201751,2.8207333333333335
342902,-0.5912076157813493,2,2,23,0.31552060320973396,0.32687805173918605,2.0606666666666666
2347962,-7.742023388907038,2,1,157,0.9924315160606056,0.3958407612517476,2.7936
1214084,3.2722386545898163,3,3,81,0.7524070481304079,0.5858785016462207,2.421
1165137,-0.06206239285243076,1,3,78,0.17847991618327796,0.5395247898995876,2.397466666666667
1705057,-3.5034804783765963,2,3,114,0.7471062089316547,0.8083473162259907,2.5762
2594561,5.265025340943282,1,3,173,0.364341079024598,0.07369722565636039,2.8795333333333333
2662233,-5.465908407841174,4,3,178,0.7103360323235393,0.4824860808439553,2.9408666666666665
1441557,1.5674751273768446,1,2,97,0.8993758093565702,0.6069006701000035,2.4786
2298381,7.978962122230246,4,4,154,0.9469600524753332,0.3262097304686904,2.761066666666667
2693929,0.7344094653570801,3,3,180,0.9984805011190474,0.8643243012484163,2.9496000000000002
1979585,0.892501100376148,3,3,132,0.9355564548168331,0.4764370040502399,2.6615333333333333
2616604,1.525585061752463,3,4,175,0.898084630491212,0.9318762274924666,2.9092
1697904,5.047002760621833,4,4,114,0.7471062089316547,0.8083473162259907,2.5762
400044,5.859653420571741,1,3,27,0.069135425379499793,0.734189088223502,2.0886
1439006,-1.0430704106563207,2,2,96,0.3248445752542466,0.00695496192201972,2.4806666666666666
2325919,-1.2082085061134316,1,2,156,0.4311864930205047,0.9159176195971668,2.7791333333333332
2365143,-2.0857197649916963,3,2,158,0.6492796696256846,0.34780221758410335,2.787933333333333
896954,8.191447404889423,3,3,60,0.9816959700547159,0.31252622487954795,2.3146
2526137,0.9086625358841014,2,3,169,0.7803290612064302,0.11187150236219168,2.8670666666666667
2930398,3.035591152140838,4,3,196,0.18021016754209995,0.11401484254747629,3.1964
2211880,4.4980472019601025,4,2,148,0.09974361048080027,0.9017211040481925,2.7388
2904737,-3.1821790885487493,4,2,194,0.31179192033596337,0.7969875764101744,3.158733333333333
1222392,-3.934623222537345,2,2,82,0.008653942262753844,0.6434805325698107,2.402066666666667
1198819,-5.446760934882953,2,2,80,0.9075819777790457,0.3993587214499712,2.4076
1701660,9.12682813651104,2,3,114,0.7471062089316547,0.8083473162259907,2.5762
1563614,0.9293520481512934,3,4,105,0.9433583710342646,0.7339807709213346,2.5279333333333334
2648260,12.563615204742025,4,4,177,0.028170500649139285,0.867310798028484,2.9188
1087226,0.8559287430776408,4,2,73,0.2215699516236782,0.5405254354700446,2.3663333333333334
19309,9.783261226227111,1,1,2,0.15296771144494414,0.30750963650643826,1.673
863592,0.5064938969466446,1,1,58,0.5855439603328705,0.29315403080545366,2.3011333333333335
515460,-0.004095453543184968,3,2,35,0.30938912904821336,0.10848039528355002,2.1686
1783323,19.517708095426116,1,1,119,0.10938844317570329,0.09625228121876717,2.5832
1346698,-7.97700496626649,4,2,90,0.9062817296944559,0.7774672561790794,2.440733333333333
2001244,-4.401418188934194,3,3,134,0.5328371161594987,0.6471284774597734,2.651
2377366,7.424059569161823,4,3,159,0.6646296954713762,0.8201061878353357,2.7918
2492635,-3.9639107928028263,3,3,167,0.43399766832590103,0.9513967612292618,2.848333333333333
2427196,6.093944630014899,3,3,162,0.07346540922299027,0.9917405773885548,2.8122
1887611,-7.702922123581258,4,2,126,0.23190360120497644,0.8433207559864968,2.6202666666666667
2357825,2.0919154973609038,3,3,158,0.6492796696256846,0.34780221758410335,2.787933333333333
2123003,2.7996667413094727,3,4,142,0.44323336821980774,0.2592824650928378,2.703866666666667
1566330,4.014468086099912,4,2,105,0.9433583710342646,0.7339807709213346,2.5279333333333334
1839845,-7.832434395008409,2,4,123,0.9540479539427906,0.5163798823487014,2.6064
1083027,9.245338927149922,3,4,73,0.2215699516236782,0.5405254354700446,2.3663333333333334
2827310,5.8297199978439735,4,2,189,0.502533596009016,0.09971996629610658,3.061533333333333
1938384,-2.9734331508108096,1,3,130,0.4235712175723165,0.6115929514635354,2.643666666666667
2875444,-1.8982835838086218,3,1,192,0.24128312151879072,0.9793397157918662,3.1161333333333334
1657564,2.3487218259515763,3,2,111,0.5290029025636613,0.05703041469678283,2.5614666666666666
2272652,-0.8140976020982776,3,2,152,0.053056521108374,0.1912053630221635,2.7576666666666667
645417,-3.173924114465266,3,2,44,0.651476655388251,0.94818628532812,2.2298
2209629,-0.42224795078496946,4,2,148,0.09974361048080027,0.9017211040481925,2.7388
1781426,0.9813930452114414,3,2,119,0.10938844317570329,0.09625228121876717,2.5832
239440,-1.4570222146115017,2,3,16,0.6102936556562781,0.5995545701589435,1.9956
396456,-7.666612199357066,2,1,27,0.069135425379499793,0.734189088223502,2.0886
1866620,-2.35185790131779,3,2,125,0.10103559331037104,0.787656513042748,2.6161333333333334
1647251,-2.195061194162027,1,2,110,0.12327379267662764,0.5296416510827839,2.5292666666666666
2259618,6.74816767686128,2,3,151,0.2582271439023316,0.25538663077168167,2.7378
2604460,20.090440751909387,4,4,174,0.5136437509208918,0.03425419772975147,2.8870666666666667
1089052,1.7237822704711032,3,3,73,0.2215699516236782,0.5405254354700446,2.3663333333333334
